nutrition,value,measure,food_product
"Phosphorus, P",78.0,MG,plantain
"Potassium, K",786,MG,plantain
"Sodium, Na",202,MG,plantain
"Zinc, Zn",0.37,MG,plantain
"Copper, Cu",0.198,MG,plantain
"Selenium, Se",0.4,UG,plantain
Retinol,0.0,UG,plantain
"Vitamin A, RAE",69.0,UG,plantain
"Carotene, beta",611,UG,plantain
"Carotene, alpha",441,UG,plantain
Vitamin E (alpha-tocopherol),5.04,MG,plantain
Vitamin D (D2 + D3),0.0,UG,plantain
"Cryptoxanthin, beta",0.0,UG,plantain
Lycopene,36.0,UG,plantain
Lutein + zeaxanthin,16.0,UG,plantain
"Vitamin C, total ascorbic acid",32.1,MG,plantain
Thiamin,0.065,MG,plantain
Riboflavin,0.04,MG,plantain
Niacin,0.802,MG,plantain
Vitamin B-6,0.46,MG,plantain
"Folate, total",35.0,UG,plantain
Vitamin B-12,0.0,UG,plantain
"Choline, total",0.0,MG,plantain
Vitamin K (phylloquinone),28.6,UG,plantain
Folic acid,0.0,UG,plantain
"Folate, food",35.0,UG,plantain
"Folate, DFE",35.0,UG,plantain
"Vitamin E, added",0.0,MG,plantain
"Vitamin B-12, added",0.0,UG,plantain
Cholesterol,0.0,MG,plantain
"Fatty acids, total saturated",8.34,G,plantain
SFA 4:0,0.006,G,plantain
SFA 6:0,0.001,G,plantain
SFA 8:0,0.019,G,plantain
SFA 10:0,0.036,G,plantain
SFA 12:0,0.033,G,plantain
SFA 14:0,0.21,G,plantain
SFA 16:0,7.08,G,plantain
SFA 18:0,0.781,G,plantain
MUFA 18:1,5.47,G,plantain
PUFA 18:2,11.6,G,plantain
PUFA 18:3,0.078,G,plantain
PUFA 20:4,0.001,G,plantain
PUFA 22:6 n-3 (DHA),0.0,G,plantain
MUFA 16:1,0.116,G,plantain
PUFA 18:4,0.0,G,plantain
MUFA 20:1,0.028,G,plantain
PUFA 20:5 n-3 (EPA),0.028,G,plantain
MUFA 22:1,0.001,G,plantain
PUFA 22:5 n-3 (DPA),0.0,G,plantain
"Fatty acids, total monounsaturated",5.63,G,plantain
"Fatty acids, total polyunsaturated",11.7,G,plantain
Protein,0.52,G,plum
Total lipid (fat),0.23,G,plum
"Carbohydrate, by difference",13.5,G,plum
Energy,55.0,KCAL,plum
"Alcohol, ethyl",0.0,G,plum
Water,85.4,G,plum
Caffeine,0.0,MG,plum
Theobromine,0.0,MG,plum
"Sugars, total including NLEA",12.4,G,plum
"Fiber, total dietary",1.0,G,plum
"Calcium, Ca",5.0,MG,plum
"Iron, Fe",0.13,MG,plum
"Magnesium, Mg",5.0,MG,plum
"Phosphorus, P",12.0,MG,plum
"Potassium, K",106,MG,plum
"Sodium, Na",1.0,MG,plum
"Zinc, Zn",0.08,MG,plum
"Copper, Cu",0.041,MG,plum
"Selenium, Se",0.0,UG,plum
Retinol,0.0,UG,plum
"Vitamin A, RAE",11.0,UG,plum
"Carotene, beta",121,UG,plum
"Carotene, alpha",0.0,UG,plum
Vitamin E (alpha-tocopherol),0.2,MG,plum
Vitamin D (D2 + D3),0.0,UG,plum
"Cryptoxanthin, beta",22.0,UG,plum
Lycopene,0.0,UG,plum
Lutein + zeaxanthin,47.0,UG,plum
"Vitamin C, total ascorbic acid",5.7,MG,plum
Thiamin,0.017,MG,plum
Riboflavin,0.019,MG,plum
Niacin,0.281,MG,plum
Vitamin B-6,0.021,MG,plum
"Folate, total",2.0,UG,plum
Vitamin B-12,0.0,UG,plum
"Choline, total",1.4,MG,plum
Vitamin K (phylloquinone),4.8,UG,plum
Folic acid,0.0,UG,plum
"Folate, food",2.0,UG,plum
"Folate, DFE",2.0,UG,plum
"Vitamin E, added",0.0,MG,plum
"Vitamin B-12, added",0.0,UG,plum
Cholesterol,0.0,MG,plum
"Fatty acids, total saturated",0.013,G,plum
SFA 4:0,0.0,G,plum
SFA 6:0,0.0,G,plum
SFA 8:0,0.0,G,plum
SFA 10:0,0.0,G,plum
SFA 12:0,0.0,G,plum
SFA 14:0,0.0,G,plum
SFA 16:0,0.01,G,plum
SFA 18:0,0.002,G,plum
MUFA 18:1,0.099,G,plum
PUFA 18:2,0.033,G,plum
PUFA 18:3,0.0,G,plum
PUFA 20:4,0.0,G,plum
PUFA 22:6 n-3 (DHA),0.0,G,plum
MUFA 16:1,0.002,G,plum
PUFA 18:4,0.0,G,plum
MUFA 20:1,0.0,G,plum
PUFA 20:5 n-3 (EPA),0.0,G,plum
MUFA 22:1,0.0,G,plum
PUFA 22:5 n-3 (DPA),0.0,G,plum
"Fatty acids, total monounsaturated",0.1,G,plum
"Fatty acids, total polyunsaturated",0.033,G,plum
Protein,0.0,G,pomegranate
Total lipid (fat),0.0,G,pomegranate
"Carbohydrate, by difference",12.1,G,pomegranate
Energy,48.0,KCAL,pomegranate
"Sugars, total including NLEA",12.1,G,pomegranate
"Fiber, total dietary",0.0,G,pomegranate
"Calcium, Ca",8.0,MG,pomegranate
"Sodium, Na",15.0,MG,pomegranate
"Vitamin A, IU",0.0,IU,pomegranate
"Vitamin C, total ascorbic acid",6.2,MG,pomegranate
Cholesterol,0.0,MG,pomegranate
"Fatty acids, total saturated",0.0,G,pomegranate
Protein,0.0,G,pomegranate juice
Total lipid (fat),0.0,G,pomegranate juice
"Carbohydrate, by difference",12.3,G,pomegranate juice
Energy,42.0,KCAL,pomegranate juice
"Sugars, total including NLEA",11.0,G,pomegranate juice
"Fiber, total dietary",0.0,G,pomegranate juice
"Calcium, Ca",42.0,MG,pomegranate juice
"Iron, Fe",0.0,MG,pomegranate juice
"Potassium, K",291,MG,pomegranate juice
"Sodium, Na",0.0,MG,pomegranate juice
"Vitamin D (D2 + D3), International Units",44.0,IU,pomegranate juice
"Vitamin C, total ascorbic acid",10.2,MG,pomegranate juice
Cholesterol,0.0,MG,pomegranate juice
Protein,0.92,G,poppy
Total lipid (fat),33.3,G,poppy
"Carbohydrate, by difference",23.7,G,poppy
Energy,399,KCAL,poppy
"Alcohol, ethyl",0.0,G,poppy
Water,38.8,G,poppy
Caffeine,0.0,MG,poppy
Theobromine,0.0,MG,poppy
"Sugars, total including NLEA",23.4,G,poppy
"Fiber, total dietary",0.3,G,poppy
"Calcium, Ca",59.0,MG,poppy
"Iron, Fe",0.25,MG,poppy
"Magnesium, Mg",9.0,MG,poppy
"Phosphorus, P",49.0,MG,poppy
"Potassium, K",61.0,MG,poppy
"Sodium, Na",933,MG,poppy
"Zinc, Zn",0.25,MG,poppy
"Copper, Cu",0.035,MG,poppy
"Selenium, Se",1.2,UG,poppy
Retinol,50.0,UG,poppy
"Vitamin A, RAE",51.0,UG,poppy
"Carotene, beta",8.0,UG,poppy
"Carotene, alpha",0.0,UG,poppy
Vitamin E (alpha-tocopherol),2.36,MG,poppy
Vitamin D (D2 + D3),0.1,UG,poppy
"Cryptoxanthin, beta",0.0,UG,poppy
Lycopene,0.0,UG,poppy
Lutein + zeaxanthin,0.0,UG,poppy
"Vitamin C, total ascorbic acid",0.3,MG,poppy
Thiamin,0.024,MG,poppy
Riboflavin,0.058,MG,poppy
Niacin,0.047,MG,poppy
Vitamin B-6,0.022,MG,poppy
"Folate, total",3.0,UG,poppy
Vitamin B-12,0.09,UG,poppy
"Choline, total",6.0,MG,poppy
Vitamin K (phylloquinone),50.2,UG,poppy
Folic acid,0.0,UG,poppy
"Folate, food",3.0,UG,poppy
"Folate, DFE",3.0,UG,poppy
"Vitamin E, added",0.0,MG,poppy
"Vitamin B-12, added",0.0,UG,poppy
Cholesterol,15.0,MG,poppy
"Fatty acids, total saturated",6.06,G,poppy
SFA 4:0,0.156,G,poppy
SFA 6:0,0.093,G,poppy
SFA 8:0,0.046,G,poppy
SFA 10:0,0.102,G,poppy
SFA 12:0,0.119,G,poppy
SFA 14:0,0.4,G,poppy
SFA 16:0,3.45,G,poppy
SFA 18:0,1.46,G,poppy
MUFA 18:1,7.98,G,poppy
PUFA 18:2,15.3,G,poppy
PUFA 18:3,1.99,G,poppy
PUFA 20:4,0.01,G,poppy
PUFA 22:6 n-3 (DHA),0.0,G,poppy
MUFA 16:1,0.092,G,poppy
PUFA 18:4,0.0,G,poppy
MUFA 20:1,0.078,G,poppy
PUFA 20:5 n-3 (EPA),0.0,G,poppy
MUFA 22:1,0.001,G,poppy
PUFA 22:5 n-3 (DPA),0.0,G,poppy
"Fatty acids, total monounsaturated",8.21,G,poppy
"Fatty acids, total polyunsaturated",17.3,G,poppy
Protein,21.2,G,pork
Total lipid (fat),4.12,G,pork
"Carbohydrate, by difference",1.18,G,pork
Energy,118,KCAL,pork
"Sugars, total including NLEA",0.0,G,pork
"Fiber, total dietary",0.0,G,pork
"Calcium, Ca",0.0,MG,pork
"Iron, Fe",1.27,MG,pork
"Sodium, Na",212,MG,pork
"Vitamin A, IU",0.0,IU,pork
"Vitamin C, total ascorbic acid",0.0,MG,pork
Cholesterol,76.0,MG,pork
"Fatty acids, total trans",0.0,G,pork
"Fatty acids, total saturated",2.35,G,pork
Protein,18.4,G,pork chop
Total lipid (fat),9.04,G,pork chop
"Carbohydrate, by difference",7.82,G,pork chop
Energy,190,KCAL,pork chop
"Alcohol, ethyl",0.0,G,pork chop
Water,63.0,G,pork chop
Caffeine,0.0,MG,pork chop
Theobromine,0.0,MG,pork chop
"Sugars, total including NLEA",0.0,G,pork chop
"Fiber, total dietary",1.0,G,pork chop
"Calcium, Ca",15.0,MG,pork chop
"Iron, Fe",0.73,MG,pork chop
"Magnesium, Mg",22.0,MG,pork chop
"Phosphorus, P",174,MG,pork chop
"Potassium, K",293,MG,pork chop
"Sodium, Na",414,MG,pork chop
"Zinc, Zn",1.34,MG,pork chop
"Copper, Cu",0.073,MG,pork chop
"Selenium, Se",40.6,UG,pork chop
Retinol,27.0,UG,pork chop
"Vitamin A, RAE",28.0,UG,pork chop
"Carotene, beta",21.0,UG,pork chop
"Carotene, alpha",0.0,UG,pork chop
Vitamin E (alpha-tocopherol),0.43,MG,pork chop
Vitamin D (D2 + D3),0.4,UG,pork chop
"Cryptoxanthin, beta",0.0,UG,pork chop
Lycopene,0.0,UG,pork chop
Lutein + zeaxanthin,0.0,UG,pork chop
"Vitamin C, total ascorbic acid",0.3,MG,pork chop
Thiamin,0.448,MG,pork chop
Riboflavin,0.163,MG,pork chop
Niacin,5.78,MG,pork chop
Vitamin B-6,0.411,MG,pork chop
"Folate, total",35.0,UG,pork chop
Vitamin B-12,0.41,UG,pork chop
"Choline, total",57.4,MG,pork chop
Vitamin K (phylloquinone),3.1,UG,pork chop
Folic acid,32.0,UG,pork chop
"Folate, food",3.0,UG,pork chop
"Folate, DFE",57.0,UG,pork chop
"Vitamin E, added",0.0,MG,pork chop
"Vitamin B-12, added",0.0,UG,pork chop
Cholesterol,46.0,MG,pork chop
"Fatty acids, total saturated",2.67,G,pork chop
SFA 4:0,0.0,G,pork chop
SFA 6:0,0.0,G,pork chop
SFA 8:0,0.0,G,pork chop
SFA 10:0,0.004,G,pork chop
SFA 12:0,0.004,G,pork chop
SFA 14:0,0.082,G,pork chop
SFA 16:0,1.66,G,pork chop
SFA 18:0,0.895,G,pork chop
MUFA 18:1,3.66,G,pork chop
PUFA 18:2,1.54,G,pork chop
PUFA 18:3,0.068,G,pork chop
PUFA 20:4,0.043,G,pork chop
PUFA 22:6 n-3 (DHA),0.0,G,pork chop
MUFA 16:1,0.146,G,pork chop
PUFA 18:4,0.0,G,pork chop
MUFA 20:1,0.04,G,pork chop
PUFA 20:5 n-3 (EPA),0.0,G,pork chop
MUFA 22:1,0.0,G,pork chop
PUFA 22:5 n-3 (DPA),0.001,G,pork chop
"Fatty acids, total monounsaturated",3.86,G,pork chop
"Fatty acids, total polyunsaturated",1.68,G,pork chop
Protein,16.2,G,pork rib
Total lipid (fat),15.1,G,pork rib
"Carbohydrate, by difference",12.1,G,pork rib
Energy,254,KCAL,pork rib
"Alcohol, ethyl",0.0,G,pork rib
Water,54.4,G,pork rib
Caffeine,0.0,MG,pork rib
Theobromine,0.0,MG,pork rib
"Sugars, total including NLEA",9.89,G,pork rib
"Fiber, total dietary",0.3,G,pork rib
"Calcium, Ca",42.0,MG,pork rib
"Iron, Fe",0.83,MG,pork rib
"Magnesium, Mg",16.0,MG,pork rib
"Phosphorus, P",121,MG,pork rib
"Potassium, K",236,MG,pork rib
"Sodium, Na",678,MG,pork rib
"Zinc, Zn",2.18,MG,pork rib
"Copper, Cu",0.096,MG,pork rib
"Selenium, Se",22.7,UG,pork rib
Retinol,4.0,UG,pork rib
"Vitamin A, RAE",7.0,UG,pork rib
"Carotene, beta",40.0,UG,pork rib
"Carotene, alpha",0.0,UG,pork rib
Vitamin E (alpha-tocopherol),0.41,MG,pork rib
Vitamin D (D2 + D3),0.8,UG,pork rib
"Cryptoxanthin, beta",1.0,UG,pork rib
Lycopene,1350.0,UG,pork rib
Lutein + zeaxanthin,26.0,UG,pork rib
"Vitamin C, total ascorbic acid",0.2,MG,pork rib
Thiamin,0.326,MG,pork rib
Riboflavin,0.247,MG,pork rib
Niacin,5.48,MG,pork rib
Vitamin B-6,0.309,MG,pork rib
"Folate, total",1.0,UG,pork rib
Vitamin B-12,0.51,UG,pork rib
"Choline, total",56.7,MG,pork rib
Vitamin K (phylloquinone),0.5,UG,pork rib
Folic acid,0.0,UG,pork rib
"Folate, food",1.0,UG,pork rib
"Folate, DFE",1.0,UG,pork rib
"Vitamin E, added",0.0,MG,pork rib
"Vitamin B-12, added",0.0,UG,pork rib
Cholesterol,58.0,MG,pork rib
"Fatty acids, total saturated",5.43,G,pork rib
SFA 4:0,0.001,G,pork rib
SFA 6:0,0.0,G,pork rib
SFA 8:0,0.0,G,pork rib
SFA 10:0,0.015,G,pork rib
SFA 12:0,0.012,G,pork rib
SFA 14:0,0.196,G,pork rib
SFA 16:0,3.32,G,pork rib
SFA 18:0,1.79,G,pork rib
MUFA 18:1,6.05,G,pork rib
PUFA 18:2,2.2,G,pork rib
PUFA 18:3,0.108,G,pork rib
PUFA 20:4,0.059,G,pork rib
PUFA 22:6 n-3 (DHA),0.001,G,pork rib
MUFA 16:1,0.31,G,pork rib
PUFA 18:4,0.0,G,pork rib
MUFA 20:1,0.106,G,pork rib
PUFA 20:5 n-3 (EPA),0.0,G,pork rib
MUFA 22:1,0.007,G,pork rib
PUFA 22:5 n-3 (DPA),0.011,G,pork rib
"Fatty acids, total monounsaturated",6.48,G,pork rib
"Fatty acids, total polyunsaturated",2.48,G,pork rib
"Vitamin C, total ascorbic acid",1.1,MG,pork tenderloin
Protein,17.9,G,pork tenderloin
Total lipid (fat),2.23,G,pork tenderloin
"Carbohydrate, by difference",2.68,G,pork tenderloin
Energy,98.0,KCAL,pork tenderloin
"Sodium, Na",304,MG,pork tenderloin
Cholesterol,54.0,MG,pork tenderloin
"Fatty acids, total saturated",0.89,G,pork tenderloin
Protein,3.89,G,potato
Total lipid (fat),11.3,G,potato
"Carbohydrate, by difference",13.5,G,potato
Energy,171,KCAL,potato
"Alcohol, ethyl",0.0,G,potato
Water,70.2,G,potato
Caffeine,0.0,MG,potato
Theobromine,0.0,MG,potato
"Sugars, total including NLEA",1.48,G,potato
"Fiber, total dietary",1.5,G,potato
"Calcium, Ca",33.0,MG,potato
"Iron, Fe",0.75,MG,potato
"Magnesium, Mg",13.0,MG,potato
"Phosphorus, P",77.0,MG,potato
"Potassium, K",219,MG,potato
"Sodium, Na",219,MG,potato
"Zinc, Zn",0.44,MG,potato
"Copper, Cu",0.018,MG,potato
"Selenium, Se",6.3,UG,potato
Retinol,63.0,UG,potato
"Vitamin A, RAE",64.0,UG,potato
"Carotene, beta",13.0,UG,potato
"Carotene, alpha",0.0,UG,potato
Vitamin E (alpha-tocopherol),1.39,MG,potato
Vitamin D (D2 + D3),0.5,UG,potato
"Cryptoxanthin, beta",2.0,UG,potato
Lycopene,0.0,UG,potato
Lutein + zeaxanthin,81.0,UG,potato
"Vitamin C, total ascorbic acid",0.5,MG,potato
Thiamin,0.107,MG,potato
Riboflavin,0.143,MG,potato
Niacin,0.992,MG,potato
Vitamin B-6,0.093,MG,potato
"Folate, total",19.0,UG,potato
Vitamin B-12,0.28,UG,potato
"Choline, total",53.7,MG,potato
Vitamin K (phylloquinone),8.6,UG,potato
Folic acid,5.0,UG,potato
"Folate, food",14.0,UG,potato
"Folate, DFE",23.0,UG,potato
"Vitamin E, added",0.0,MG,potato
"Vitamin B-12, added",0.0,UG,potato
Cholesterol,74.0,MG,potato
"Fatty acids, total saturated",3.13,G,potato
SFA 4:0,0.058,G,potato
SFA 6:0,0.045,G,potato
SFA 8:0,0.029,G,potato
SFA 10:0,0.072,G,potato
SFA 12:0,0.082,G,potato
SFA 14:0,0.274,G,potato
SFA 16:0,1.84,G,potato
SFA 18:0,0.621,G,potato
MUFA 18:1,3.74,G,potato
PUFA 18:2,2.88,G,potato
PUFA 18:3,0.359,G,potato
PUFA 20:4,0.005,G,potato
PUFA 22:6 n-3 (DHA),0.0,G,potato
MUFA 16:1,0.112,G,potato
PUFA 18:4,0.001,G,potato
MUFA 20:1,0.052,G,potato
PUFA 20:5 n-3 (EPA),0.001,G,potato
MUFA 22:1,0.001,G,potato
PUFA 22:5 n-3 (DPA),0.002,G,potato
"Fatty acids, total monounsaturated",3.95,G,potato
"Fatty acids, total polyunsaturated",3.31,G,potato
Protein,25.0,G,prosciutto
Total lipid (fat),21.4,G,prosciutto
"Carbohydrate, by difference",0.0,G,prosciutto
Energy,286,KCAL,prosciutto
"Sugars, total including NLEA",0.0,G,prosciutto
"Fiber, total dietary",0.0,G,prosciutto
"Calcium, Ca",0.0,MG,prosciutto
"Iron, Fe",1.29,MG,prosciutto
"Sodium, Na",2290.0,MG,prosciutto
"Vitamin A, IU",0.0,IU,prosciutto
"Vitamin C, total ascorbic acid",0.0,MG,prosciutto
Cholesterol,89.0,MG,prosciutto
"Fatty acids, total trans",0.0,G,prosciutto
"Fatty acids, total saturated",12.5,G,prosciutto
Protein,2.1,G,prune
Ash,2.6,G,prune
Fructose,13.9,G,prune
"Vitamin C, total ascorbic acid",4.3,MG,prune
Thiamin,0.04,MG,prune
Cholesterol,0.0,MG,prune
"Fiber, total dietary",3.3,G,prune
"Iron, Fe",2.8,MG,prune
"Phosphorus, P",72.0,MG,prune
"Sodium, Na",23.0,MG,prune
"Vitamin A, IU",2000.0,IU,prune
Total lipid (fat),0.2,G,prune
"Carbohydrate, by difference",65.1,G,prune
Energy,1080.0,kJ,prune
Glucose,22.3,G,prune
Water,30.0,G,prune
"Sugars, total including NLEA",39.0,G,prune
"Calcium, Ca",31.0,MG,prune
"Potassium, K",852,MG,prune
Niacin,2.5,MG,prune
Pantothenic acid,0.43,MG,prune
"Fatty acids, total saturated",0.016,G,prune
Retinol,0.0,UG,prune
"Vitamin A, RAE",100,UG,prune
"Fatty acids, total trans",0.0,G,prune
Protein,1.67,G,pumpkin
Total lipid (fat),0.0,G,pumpkin
"Carbohydrate, by difference",9.17,G,pumpkin
Energy,42.0,KCAL,pumpkin
"Sugars, total including NLEA",3.33,G,pumpkin
"Fiber, total dietary",2.5,G,pumpkin
"Calcium, Ca",33.0,MG,pumpkin
"Iron, Fe",0.6,MG,pumpkin
"Sodium, Na",8.0,MG,pumpkin
"Vitamin A, IU",11700.0,IU,pumpkin
"Vitamin C, total ascorbic acid",4.0,MG,pumpkin
Cholesterol,0.0,MG,pumpkin
"Fatty acids, total trans",0.0,G,pumpkin
"Fatty acids, total saturated",0.0,G,pumpkin
Protein,25.0,G,quail
Total lipid (fat),14.0,G,quail
"Carbohydrate, by difference",0.0,G,quail
Energy,226,KCAL,quail
"Alcohol, ethyl",0.0,G,quail
Water,59.8,G,quail
Caffeine,0.0,MG,quail
Theobromine,0.0,MG,quail
"Sugars, total including NLEA",0.0,G,quail
"Fiber, total dietary",0.0,G,quail
"Calcium, Ca",15.0,MG,quail
"Iron, Fe",4.41,MG,quail
"Magnesium, Mg",22.0,MG,quail
"Phosphorus, P",278,MG,quail
"Potassium, K",215,MG,quail
"Sodium, Na",214,MG,quail
"Zinc, Zn",3.09,MG,quail
"Copper, Cu",0.59,MG,quail
"Selenium, Se",21.7,UG,quail
Retinol,70.0,UG,quail
"Vitamin A, RAE",70.0,UG,quail
"Carotene, beta",0.0,UG,quail
"Carotene, alpha",0.0,UG,quail
Vitamin E (alpha-tocopherol),0.7,MG,quail
Vitamin D (D2 + D3),0.2,UG,quail
"Cryptoxanthin, beta",0.0,UG,quail
Lycopene,0.0,UG,quail
Lutein + zeaxanthin,0.0,UG,quail
"Vitamin C, total ascorbic acid",2.3,MG,quail
Thiamin,0.219,MG,quail
Riboflavin,0.299,MG,quail
Niacin,7.89,MG,quail
Vitamin B-6,0.617,MG,quail
"Folate, total",6.0,UG,quail
Vitamin B-12,0.36,UG,quail
"Choline, total",65.6,MG,quail
Vitamin K (phylloquinone),4.2,UG,quail
Folic acid,0.0,UG,quail
"Folate, food",6.0,UG,quail
"Folate, DFE",6.0,UG,quail
"Vitamin E, added",0.0,MG,quail
"Vitamin B-12, added",0.0,UG,quail
Cholesterol,86.0,MG,quail
"Fatty acids, total saturated",3.94,G,quail
SFA 4:0,0.0,G,quail
SFA 6:0,0.0,G,quail
SFA 8:0,0.0,G,quail
SFA 10:0,0.0,G,quail
SFA 12:0,0.047,G,quail
SFA 14:0,0.117,G,quail
SFA 16:0,2.55,G,quail
SFA 18:0,1.03,G,quail
MUFA 18:1,4.1,G,quail
PUFA 18:2,2.68,G,quail
PUFA 18:3,0.49,G,quail
PUFA 20:4,0.163,G,quail
PUFA 22:6 n-3 (DHA),0.0,G,quail
MUFA 16:1,0.722,G,quail
PUFA 18:4,0.0,G,quail
MUFA 20:1,0.012,G,quail
PUFA 20:5 n-3 (EPA),0.012,G,quail
MUFA 22:1,0.0,G,quail
PUFA 22:5 n-3 (DPA),0.035,G,quail
"Fatty acids, total monounsaturated",4.87,G,quail
"Fatty acids, total polyunsaturated",3.47,G,quail
Energy,57.0,KCAL,quince
Folic acid,0.0,UG,quince
"Folate, DFE",3.0,UG,quince
SFA 4:0,0.0,G,quince
SFA 6:0,0.0,G,quince
SFA 10:0,0.0,G,quince
PUFA 18:3,0.0,G,quince
PUFA 20:4,0.0,G,quince
PUFA 18:4,0.0,G,quince
MUFA 20:1,0.0,G,quince
MUFA 22:1,0.0,G,quince
SFA 8:0,0.0,G,quince
SFA 12:0,0.0,G,quince
SFA 14:0,0.0,G,quince
PUFA 22:6 n-3 (DHA),0.0,G,quince
MUFA 16:1,0.0,G,quince
PUFA 20:5 n-3 (EPA),0.0,G,quince
PUFA 22:5 n-3 (DPA),0.0,G,quince
Retinol,0.0,UG,quince
"Vitamin A, RAE",2.0,UG,quince
"Fatty acids, total trans",0.0,G,quince
Protein,0.4,G,quince
Ash,0.4,G,quince
"Vitamin C, total ascorbic acid",15.0,MG,quince
Thiamin,0.02,MG,quince
Riboflavin,0.03,MG,quince
"Fiber, total dietary",1.9,G,quince
"Iron, Fe",0.7,MG,quince
"Magnesium, Mg",8.0,MG,quince
"Phosphorus, P",17.0,MG,quince
"Sodium, Na",4.0,MG,quince
"Copper, Cu",0.13,MG,quince
"Vitamin A, IU",40.0,IU,quince
"Fatty acids, total saturated",0.01,G,quince
Vitamin B-12,0.0,UG,quince
Cholesterol,0.0,MG,quince
Total lipid (fat),0.1,G,quince
"Carbohydrate, by difference",15.3,G,quince
Water,83.8,G,quince
"Calcium, Ca",11.0,MG,quince
"Potassium, K",197,MG,quince
Niacin,0.2,MG,quince
Pantothenic acid,0.081,MG,quince
Vitamin B-6,0.04,MG,quince
"Fatty acids, total monounsaturated",0.036,G,quince
"Fatty acids, total polyunsaturated",0.05,G,quince
SFA 16:0,0.007,G,quince
SFA 18:0,0.002,G,quince
MUFA 18:1,0.036,G,quince
PUFA 18:2,0.049,G,quince
"Folate, food",3.0,UG,quince
"Folate, total",3.0,UG,quince
"Alcohol, ethyl",0.0,G,quince
"Zinc, Zn",0.04,MG,quince
"Selenium, Se",0.6,UG,quince
Protein,30.1,G,rabbit
Total lipid (fat),8.34,G,rabbit
"Carbohydrate, by difference",0.0,G,rabbit
Energy,204,KCAL,rabbit
"Alcohol, ethyl",0.0,G,rabbit
Water,58.4,G,rabbit
Caffeine,0.0,MG,rabbit
Theobromine,0.0,MG,rabbit
"Sugars, total including NLEA",0.0,G,rabbit
"Fiber, total dietary",0.0,G,rabbit
"Calcium, Ca",20.0,MG,rabbit
"Iron, Fe",2.35,MG,rabbit
"Magnesium, Mg",20.0,MG,rabbit
"Phosphorus, P",224,MG,rabbit
"Potassium, K",298,MG,rabbit
"Sodium, Na",344,MG,rabbit
"Zinc, Zn",2.35,MG,rabbit
"Copper, Cu",0.175,MG,rabbit
"Selenium, Se",38.2,UG,rabbit
Retinol,0.0,UG,rabbit
"Vitamin A, RAE",0.0,UG,rabbit
"Carotene, beta",0.0,UG,rabbit
"Carotene, alpha",0.0,UG,rabbit
Vitamin E (alpha-tocopherol),0.44,MG,rabbit
Vitamin D (D2 + D3),0.0,UG,rabbit
"Cryptoxanthin, beta",0.0,UG,rabbit
Lycopene,0.0,UG,rabbit
Lutein + zeaxanthin,0.0,UG,rabbit
"Vitamin C, total ascorbic acid",0.0,MG,rabbit
Thiamin,0.06,MG,rabbit
Riboflavin,0.169,MG,rabbit
Niacin,7.1,MG,rabbit
Vitamin B-6,0.337,MG,rabbit
"Folate, total",9.0,UG,rabbit
Vitamin B-12,6.46,UG,rabbit
"Choline, total",120,MG,rabbit
Vitamin K (phylloquinone),1.6,UG,rabbit
Folic acid,0.0,UG,rabbit
"Folate, food",9.0,UG,rabbit
"Folate, DFE",9.0,UG,rabbit
"Vitamin E, added",0.0,MG,rabbit
"Vitamin B-12, added",0.0,UG,rabbit
Cholesterol,85.0,MG,rabbit
"Fatty acids, total saturated",2.49,G,rabbit
SFA 4:0,0.0,G,rabbit
SFA 6:0,0.0,G,rabbit
SFA 8:0,0.0,G,rabbit
SFA 10:0,0.0,G,rabbit
SFA 12:0,0.0,G,rabbit
SFA 14:0,0.218,G,rabbit
SFA 16:0,1.88,G,rabbit
SFA 18:0,0.387,G,rabbit
MUFA 18:1,1.92,G,rabbit
PUFA 18:2,1.29,G,rabbit
PUFA 18:3,0.337,G,rabbit
PUFA 20:4,0.0,G,rabbit
PUFA 22:6 n-3 (DHA),0.0,G,rabbit
MUFA 16:1,0.278,G,rabbit
PUFA 18:4,0.0,G,rabbit
MUFA 20:1,0.0,G,rabbit
PUFA 20:5 n-3 (EPA),0.0,G,rabbit
MUFA 22:1,0.0,G,rabbit
PUFA 22:5 n-3 (DPA),0.0,G,rabbit
"Fatty acids, total monounsaturated",2.25,G,rabbit
"Fatty acids, total polyunsaturated",1.62,G,rabbit
"Potassium, K",324,MG,rack of lamb
"Zinc, Zn",2.17,MG,rack of lamb
"Selenium, Se",2.8,UG,rack of lamb
Vitamin E (alpha-tocopherol),0.35,MG,rack of lamb
"Vitamin D (D2 + D3), International Units",4.0,IU,rack of lamb
Lutein + zeaxanthin,0.0,UG,rack of lamb
Niacin,5.02,MG,rack of lamb
Pantothenic acid,0.584,MG,rack of lamb
Vitamin B-6,0.237,MG,rack of lamb
Isoleucine,0.89,G,rack of lamb
Leucine,1.54,G,rack of lamb
Lysine,1.74,G,rack of lamb
Cystine,0.26,G,rack of lamb
Valine,1.01,G,rack of lamb
Arginine,1.34,G,rack of lamb
Histidine,0.421,G,rack of lamb
Serine,0.678,G,rack of lamb
SFA 4:0,0.0,G,rack of lamb
SFA 6:0,0.0,G,rack of lamb
SFA 10:0,0.017,G,rack of lamb
SFA 16:0,1.74,G,rack of lamb
SFA 18:0,2.1,G,rack of lamb
SFA 20:0,0.01,G,rack of lamb
MUFA 18:1,2.91,G,rack of lamb
